date,name,review
12 October 2018,Len Orkhide, Works much better than it used to. Works very seamlessly with the website
11 October 2018,Alexander McReynolds," The app is okay, compatible"
11 October 2018,Jose landa, Meh
10 October 2018,Roy Galindo," Taking classes online just got better now I can check my my grades. Talk to my groups in classes and review my weekly assignments, but since the last update the keyboard on my pixel 2 and writing on a discussion panel is difficult cant move my cursor to fix an error"
10 October 2018,Isabel Lozano, It's a useful app and it's nice to be able to keep up with school stuff from my phone but the calendar function doesn't work. I can't see anything my teachers put on it.
10 October 2018,Julie C, This app has so many bugs
8 October 2018,mr Angry, Good app
5 October 2018,Roneisha Cardwell," Everything is simple and easy to use. There should be more customization though. For example maybe I want to change my background view from white to black. Also, for some reason my calendar is now saying that I dont have anything due, even though I know I do. It doesnt show assignments that are due Full ReviewEverything is simple and easy to use. There should be more customization though. For example maybe I want to change my background view from white to black. Also, for some reason my calendar is now saying that I dont have anything due, even though I know I do. It doesnt show assignments that are due on that day when I have the setting set to where it should. This just became an issue as of October, it was working fine before. This is the best feature. Please fix!!!!"
4 October 2018,Curtis Martinez," whenever i click to submit something the box with the options doesn't pop up, it's just blank."
3 October 2018,A Google user, It had its glitches but it is a good resource. I enjoy using the discussion board and being able to communicate with teachers and students through messages. The support has been great and sending assignments has been pretty easy.
3 October 2018,Hannah Nicholas, It goes offline all the time even when I have data and have to restart it over and over til it works again
3 October 2018,Prophet, When I'm reading a class and go into the submit tab to continue writing my response and then go back to the class it won't let scroll down or up. I would have to close the app and then open it again.
1 October 2018,Simon Frazier, It could be more like desktop
1 October 2018,Throwaway," App functionality is there for the most part. Not everything available on the site is available through the app, but no bugs or connectivity issues so far. My biggest problem is the awful UI. It's even worse than it is on the actual site."
29 September 2018,Claribel Perez, So it really useful. My only problem but it's a big deal is I cant see anything in the conference I can only hear.
29 September 2018,Louisa Mccormick, It does what it needs to. Like for an app for schools it's pretty good.
28 September 2018,littlemaffios, decent aaide from the fact that it won't let you turn on notifications
27 September 2018,Dillon Heider," The way this app functions is really odd. It doesn't stay open in my multi-tasking which makes it hard to go out of the app and look an information and then go back into the app. And sometimes because it closes itself my discussion post will end up being deleted. Also whenever I try to go to a file Full ReviewThe way this app functions is really odd. It doesn't stay open in my multi-tasking which makes it hard to go out of the app and look an information and then go back into the app. And sometimes because it closes itself my discussion post will end up being deleted. Also whenever I try to go to a file it opens the wrong file and when i leave the file the app opens up the calendar instead of the module section in the app. Dont get me wrong this app makes school much much easier, and it does make it possible to use your phone which I love. But there are a few functionality things that could make this app truly amazing."
27 September 2018,Demari Harris," Does not work on my school's Wi-Fi other than that, it's brilliant"
26 September 2018,Rayhana Shuva, I wish I could read PDF on this app. But its ok
25 September 2018,Winston Lee, Please change the to do widget. Please show only to do list in chronological order. Do not show the calendar on the to do list.
22 September 2018,Nathanial Parchert, Good
21 September 2018,Theone Paras, It is App OK they need to work out some bugs. I only see one of my classed classes listed on the dashboard. I do see it mixed in with the notifications area but I can not find a actual button for my other class.
21 September 2018,Rania Ousman, It's great app but it doesn't give me notifications when I have assignments.
20 September 2018,Kenneth Lafond," Parent sign in process is a real pain. Don't install the app before you get a login, or all requests to the canvas website unhelpfully get routed back to the app you cant log in to."
20 September 2018,Caleb Anderson, It's a school app
18 September 2018,A Google user," Most of files are difficult to open in mobile app, the pc version works well, I'm just concerned for the mobile version"
15 September 2018,KaraDawn Buttars," At first, I didn't think it would work for me, but after I tried copying and pasting the URL, however I'm giving it 3 stars until I know it's working for me. Possible glitches worry me."
13 September 2018,Spider Man, It saves trees my dude
13 September 2018,Di Kun Ong, Notifications have never worked and it seems they never will. This issue has persisted across multiple Android phones and is unresolvable (I have seen it working on iOS devices). I'm not sure why it's advertised as a feature. Apart from that the app works quite well.
31 August 2018,Elizabeth Ayala, Can't see my assignment like I do on the computer all I see are the messages
31 August 2018,Irene L, I really like this app but it won't let me stay logged in. I cant use any of the widgets and it's very frustrating to log in every single time. It would be so much more helpful if it workedm
29 August 2018,Wolfie Da soulpup, It's okay for now.
29 August 2018,Tigra Lopez, It was working then all of a sudden my dash board stuff disappeared and after uninstalling it wont find my school. Goes to a white screen
28 August 2018,Breanna Nichole, I like it it's a great way to manage my assignments (when my professors know how to post them here ) but I wish the app was more like the website and over all I wish that the assignments would either change color or disappear off my calander once they are completed so I know I've done them and dont Full ReviewI like it it's a great way to manage my assignments (when my professors know how to post them here ) but I wish the app was more like the website and over all I wish that the assignments would either change color or disappear off my calander once they are completed so I know I've done them and dont have to click on it everytime to check
27 August 2018,Philip Santoro," For some reason groups from previous semesters will not go away. It would be nice to only see relevant ones. ""Starring"" and ""Unstarring"" them does not seem to work"
24 August 2018,shana sanders," Just updated the app. When in the discussion module, the conversations are repeating. I literally have to scroll past the same posts 5 or 6 times before I can see the next discussion. The app was fine before this last update"
23 August 2018,Camila," I think the current layout is a little unintuitive, with some screens accesible only from the bottom bar and others only from the menu. Posts in group discussion forums are also showing up multiple times (the web app works fine, so I know it's only a mobile app issue). When writing forum posts, I caFull ReviewI think the current layout is a little unintuitive, with some screens accesible only from the bottom bar and others only from the menu. Posts in group discussion forums are also showing up multiple times (the web app works fine, so I know it's only a mobile app issue). When writing forum posts, I can't move the cursor to another location (it jumps back to the end of the line)."
21 August 2018,A Google user," For some reason, in the discussion posts all the replies are mixed up and 
shown four or five times so it makes it really hard to read and follow."
20 August 2018,Dave Gunn, I find that many of the problems students have in Canvas can be traced back to either using the wrong browser or using the app. I find Canvas much easier to use by simply navigating to Canvas in Firefox or Chrome on my phone or tablet.
20 August 2018,Eden Middleton," I like this app WHEN it works for me. I've been trying for over a month to 
get my school's URL to work and nothing comes up."
17 August 2018,Amelia Costa," I cannot open my account in Canvas via laptop, only in phone. And I haven't 
received any notifications about the Canvas lesson updates in my gmail."
17 August 2018,Debi Baird," For the most part this is a great app. Today, however, I spent two hours 
trying to find a way to access a course that was supposed to be available 
in Canvas. After clearing the cache, updating the app, logging out and in 
again, and doing everything else I could think of, I finally had to delete 
Full ReviewFor the most part this is a great app. Today, however, I spent two hours 
trying to find a way to access a course that was supposed to be available 
in Canvas. After clearing the cache, updating the app, logging out and in 
again, and doing everything else I could think of, I finally had to delete 
the mobile app to force my device to use the desktop site, and voila! my 
course was there."
15 August 2018,A Google user," Good app, except for the cross-platform issue. I've spent nearly 7 week 
doing statistics course work on the Android tablet version, only to find my 
eLa could see none of it. After bringing my computer out of storage, I 
discovered that nothing I posted in the discussions from my tablet exists. 
NoFull ReviewGood app, except for the cross-platform issue. I've spent nearly 7 week 
doing statistics course work on the Android tablet version, only to find my 
eLa could see none of it. After bringing my computer out of storage, I 
discovered that nothing I posted in the discussions from my tablet exists. 
Now I have to do it all again on my computer. Fix this function issue and 5 
stars."
6 August 2018,Anthony, App takes a long time to load discussions.
5 August 2018,Bobbie A.," It's very glitchy. It's almost always easier to just log onto canvas 
through my mobile internet browser"
1 August 2018,Isaiah Jones," I posted in a discussionand it sent through on my phone. Checked on the 
computer a few days later... assignment never submitted."
25 July 2018,A Google user," There are some bugs. When I try to check replies within the app on my 
android, it will stall and end. I cannot upload photos from my phone as 
well, this ends the program too."
23 July 2018,Priscilla Tatmon, Love it
22 July 2018,A Google user, Cool
18 July 2018,Mistress J," The app is ok but there's still some bugs. A 30 min course took a hour and 
a half because the app wouldn't allow me to do my quizzes."
9 July 2018,M R, Problems desplaing PDFs and crashing. The notifications are useful.
25 June 2018,Jessica M," The only thing I dislike is sometimes canvas will open a page I'm trying to 
view in a browser."
25 June 2018,Marin Pettit," Not all pages are available on mobile devices, very frustrating."
21 June 2018,B Hart," Its meh, just a new way to be disappointed at my grades"
16 June 2018,Josh Rivera, Has great features but it's very glitchy!
10 June 2018,jennifer rosales," It's okay, because when using it, it sometimes misses something that 
teacher post and you have to check on the computer to make sure you don't 
miss out. Also when writing a comment it happened to me where I submitted a 
comment but it never got post or saved. Other than that it's simple n easy"
8 June 2018,Bob Bumgarner," Theres a push notification that, when intentionally unchecked in the 
appropriate menu in the app, re-checks itself upon exiting the app. I dont 
want to know every time someone posts a comment on a discussion board 
especially in a class of 30 people. The slider in question is the 
discussion postsFull ReviewTheres a push notification that, when intentionally unchecked in the 
appropriate menu in the app, re-checks itself upon exiting the app. I dont 
want to know every time someone posts a comment on a discussion board 
especially in a class of 30 people. The slider in question is the 
discussion posts push notification on a galaxy s7."
6 June 2018,Melissa Locke, I can't find my school on here on my phone
4 June 2018,Genia Brown," Issue with accessing quizzes, boots me out of the page.. othen than that 
everything is easy to access"
1 June 2018,Andrew Guggenheim," Ever since it was majority updated there have been issues with opening 
files and selecting a link and it opening up the wrong location."
23 May 2018,Heber Jay Indino," Inbox Bug: When i view my conversations in the Inbox, the message text just 
superimpose other text. I think a background is missing."
19 May 2018,A Google user," It is a good app. And most of professors in my college use this for 
students. But their is an issue regarding the login. Many times it took 
time for login."
18 May 2018,Amy Gutierrez," The app is counter intuitive. Too many clicks to get where you need to go. 
The ""To Do"" widget does not remove completed items. Lots of room for 
improvement."
8 May 2018,Yumi Wolf," Fluid and works pretty good for on-the-go to check grades, announcements, 
and files. Does not have all the features as browser, such as what-if 
grades (lets you edit, but doesn't work) and reviewing quizzes."
6 May 2018,Muhammad Momin," This app use to be so good before the update, but now I can't even login to 
my college canvas site. Bad update!"
5 May 2018,Blwalt05 _, it's for school
2 May 2018,Big Gordy Channel, Doesn't recognize my school.
1 May 2018,A Google user," The app is really good, however, it's bothersome that old notifications 
show back up again when a new ones pop up. It becomes confusing when you 
have already viewed a notification such as a message, and for every new 
notification, it brings back a lot of the old ones, as if you have a new 
messagFull ReviewThe app is really good, however, it's bothersome that old notifications 
show back up again when a new ones pop up. It becomes confusing when you 
have already viewed a notification such as a message, and for every new 
notification, it brings back a lot of the old ones, as if you have a new 
message along with assignments and whatever else is an old notification"
1 May 2018,Joel Slattery," When trying to access a course page, it frequently goes to the wrong one. 
As in, it will access a page from the wrong module which I did not select 
and there doesn't seem to be a way around it. Very inconvenient when I need 
lecture details when I don't have time to boot up my computer."
29 April 2018,Harrison Kerr," Good except the inability to access some items in modules because it thinks 
I tapped half the page up from where I really tapped."
28 April 2018,Kaplow Wolpak," An issue with the inbox. Sometimes when trying to write a message, the 
background for writing the message becomes transparent, and I can see my 
inbox at the same time. It's difficult to write messages with my inbox in 
the back with all of the words. I have a Pixel 2"
27 April 2018,Emily Young," Nicely designed BUT not showing grades correctly for most of my classes, 
makes grading frustrating for both me as a student as well as my professors."
26 April 2018,Adeebah Rahman," It's an okay app. I liked an earlier version when we didn't have an extra 
step switching between college accounts. I remember it was similar to Email 
where I could switch between them seamlessly. Since it's not like that 
anymore, I noticed everytime I switched to the other, I would be prompted 
tFull ReviewIt's an okay app. I liked an earlier version when we didn't have an extra 
step switching between college accounts. I remember it was similar to Email 
where I could switch between them seamlessly. Since it's not like that 
anymore, I noticed everytime I switched to the other, I would be prompted 
to set my notifications for that account again. That got annoying. The new 
update with the bottom bar is cool,I like it. However, another major bug I 
would like fixed is the calendar. When I use canvas on my laptop, the 
calendar will have completed tasks crossed out. On the app, it does not 
cross out completed assignments."
26 April 2018,crash nation," Not able to see any course content except the dashboard showing coirse 
modules"
24 April 2018,David Dooley," Might just be my school, but all of the module links are one off, i.e. when 
I click on module 5 I am taken to module 4."
23 April 2018,Veronica Tessier," Why the f*** can't I copy and paste text from the inbox?? I am supposed to 
be able to collaborate with my group so members submit portions of their 
work to me through the app's inbox but I can't complete the work through 
the app without retyping all 700 words or going to my computer!"
22 April 2018,Cameron Jackson," Broken! I tap on an assignment and it takes me to an entirely different 
one! I can't even get to it by using the navigation arrows at the bottom! 
What gives?!"
21 April 2018,JJ Ray," While I can see messages, grades, and classes. I cannot play videos on the 
app. My profs use videos in the discussion posts so I can't work on the go 
or traveling."
21 April 2018,Leticia Harrison," Got down to my last class and now this app is not working correctly. I 
tried to submit my week 2 assignment and it put it in week 1 introduction. 
I click on the week 5 final project and it takes me to week four 
discussion. Ended up not being able to submit an assignment and losing 
points due to Full ReviewGot down to my last class and now this app is not working correctly. I 
tried to submit my week 2 assignment and it put it in week 1 introduction. 
I click on the week 5 final project and it takes me to week four 
discussion. Ended up not being able to submit an assignment and losing 
points due to the app jumping around and crashing. Uninstalled and 
reinstalled and nothing changes. Well...this sucks."
21 April 2018,Gordon Truong," Overall, it's good, but the notifications never get marked as read even 
after opening them and checking out the event/message that triggered the 
notification."
19 April 2018,Tatiana Garcia," This app is alwayd glitching and not giving me the correct work that I need 
to see."
19 April 2018,Chandler Davis," UI is nice and clean, but it's buggy as hell and makes it frustrating to 
use, especially for a software engineering student."
17 April 2018,Wittj Witt," I used to love the app. I am using a Motorola Android device. Recently the app keeps opening up the wrong assignment and it has happened for several weeks. Also every time I attempt to add to the discussion in reply and then I do further research on chrome, it shuts down the app and I lose everythinFull ReviewI used to love the app. I am using a Motorola Android device. Recently the app keeps opening up the wrong assignment and it has happened for several weeks. Also every time I attempt to add to the discussion in reply and then I do further research on chrome, it shuts down the app and I lose everything I had typed. Even split screen didn't help. It needs some bugs fixed."
16 April 2018,Michael Fulcher," Mostly good. Would prefer to be able to open external links with a browser 
like Chrome."
12 April 2018,A Google user, The notifications are not pushed. Highly frustrating!
11 April 2018,Alison Tildesley, Was working well but all of a sudden no replies on the discussikn board display. Which means it's missing a vital section. Also when you select one module it jumps to a different one and then you have flick through to find the one you wanted
10 April 2018,Derek Jennings, It does not allow you to copy or paste. I need to turn in essays when I get out late for work and it would be helpful to copy from my docs and paste them in discussions or assignments through this app.
9 April 2018,Jacob Vose," Decent app other than a bug with the push notifications. When toggling discussion post notification responses off, I still receive notifications on my phone from discussion threads."
6 April 2018,Gabby Sommerville," The files are all messed up. The content isn't matching to the day it was originally posted. Ex: I go to read an article my teacher posted under the 12 of February, yet it shows me an article from the 5th."
4 April 2018,jeff 42, I loved it until the last update and suddenly in one of my classes when i click on an assignment it jumps up exactly 7 assignmemt for no reason please fix!
4 April 2018,Jake Grate, Provides easy access to view grades but often will randomly redirect you to a different module than the one you clicked on.
3 April 2018,Justin Jensen, The last update has messed up the app. When I select a new assignment it brings me to one of my old assignments. The only way to get to my new assignments is by using the arrows on the bottom of the screen after I am brought to an old assignment. The app is usually reliable and useful and the layoutFull ReviewThe last update has messed up the app. When I select a new assignment it brings me to one of my old assignments. The only way to get to my new assignments is by using the arrows on the bottom of the screen after I am brought to an old assignment. The app is usually reliable and useful and the layout is really easy to use. This app definitely deserves 5 stars but after the last update it is just very annoying to select one assignment and be brought to a different assignment and then having to use the arrows on the bottom of the screen to find the assignment you are looking for.
31 March 2018,Florencia Rosas, When I try to download a pdf the app stop working and close. I can't see any content of anything.
26 March 2018,Alpaca Jones, I don't get any push notifications from Canvas anymore.
26 March 2018,Mr. & Mrs. DeLeon," This app is good if all you need is to see the details/ requirements of assignments, view your grades,  our see due dates. But for people in real life, you can't move around in the app to gather information for your posts and then come back to  add that information to a draft you've already started.Full ReviewThis app is good if all you need is to see the details/ requirements of assignments, view your grades,  our see due dates. But for people in real life, you can't move around in the app to gather information for your posts and then come back to  add that information to a draft you've already started. I cannot open links to constellation ebooks, and most other links posted by the instructor. Don't be fooled!Downloading the Ashford app won't do you any good either. It has the same issues😒So glad graduation is around the corner!"
23 March 2018,Bridgette H., I try to do a discussion and the app closes while I'm typing 😒
22 March 2018,Ambar Garcia-Cruz, It's a pretty good app the problem I have is that I'm unable to download files my teacher posts. And it takes a while to load
18 March 2018,Steven Dolbey, It's a bit clunky and we still can't open links externally. Seriously. Get on that please.
12 March 2018,A Google user," This app is excellent for being assignments. But it does not display your actual grades, only the average of things graded by or on canvas. If your teacher gives you a paper test or assignment, you can't view the grade for it or see your actual grade in the class."
6 March 2018,Midnyte Wings," I've really liked the convenience of having it on my phone and tablet, and it's easy to navigate. My only issue is when I'm trying to do a discussion board and I try to paste something onto it, the app totally shuts down and I loose my discussion everytime! I'm sure it's just a bug, but this makes mFull ReviewI've really liked the convenience of having it on my phone and tablet, and it's easy to navigate. My only issue is when I'm trying to do a discussion board and I try to paste something onto it, the app totally shuts down and I loose my discussion everytime! I'm sure it's just a bug, but this makes me have to pull my laptop out and find WiFi to redo what I've already done a million times on my phone, thus loosing its convenience. Please fix soon. I use this app all the time and would rather not have to stop."
5 March 2018,Stephanie F., Doesn't support link handling for opening links in the app when clicking from email notification.
4 March 2018,Jaelen Dunkley," Good app overall, but needs to be fixed. When I click my home button and go to recent apps, it doesn't show up and I have to click on it again. It doesn't even save progress. I need assistance asap."
3 March 2018,Wilma Chapman," I have been asked, as our organisation uses, how or if it's possible to turn off Default Term on course homepage as we are a Training Provider with roll on/ roll off student cohorts and these aren't term dependent (which didn't show previously) and is now causing confusion with some students, especiFull ReviewI have been asked, as our organisation uses, how or if it's possible to turn off Default Term on course homepage as we are a Training Provider with roll on/ roll off student cohorts and these aren't term dependent (which didn't show previously) and is now causing confusion with some students, especially those who are doing apprenticeships and as an alternative to higher learning."
28 February 2018,A Google user, My university is using a later version of this app (version 6 something) I can't connect :(
27 February 2018,Jaylenn," I loved this app to get all my assignments done but somehow lately it's been crashing on me, i could be in the middle of an assignment and it will log me out. Doesnt change no matter how much I restart it. It's making me very frustrated."
27 February 2018,Mystik Frost," I can see all my assignments and my grades. It's pretty easy to navigate, but can't turn in other app assignments. 😞"
26 February 2018,Anna Lopez," Works well but modules with books do not load properly. I also would like to see different options on the gradebook. Since the default shows grades based on graded assignments I was under the impression that I had an 97% on one of my fast track classes. It turns out my grade was in the 70% range. I Full ReviewWorks well but modules with books do not load properly. I also would like to see different options on the gradebook. Since the default shows grades based on graded assignments I was under the impression that I had an 97% on one of my fast track classes. It turns out my grade was in the 70% range. I noticed it 2 weeks before my class was done.  I didn't know the couple of missing assignments had such a huge impact because of the way the point system displayed. The what if score feature is nice but it's not near as important seeing your true grades like the professors would see it. I am still going to be able to pass the class with a B but if I knew my true grade sooner, I would have made sure all my other assignments were completed to maintain my A+."
25 February 2018,Ben Waga, It's great and helps me keep up-to-date with all my school work. The recent redesign is terrible and makes things even harder to find. It takes sometime getting use to but it's still trash user experience. For that it loses a star.
24 February 2018,A Google user, Ecampus is good this will help study time better
22 February 2018,The Caucasian Yeti," Good app, helpful to do my college classes. However with one of these recent updates, it's killed the calendar. No assignments or due dates show up whatsoever for me. And yes, I do have all the correct calendars turned on in the settings.  Edit: The calendar is still broken unfortunately. When will Full ReviewGood app, helpful to do my college classes. However with one of these recent updates, it's killed the calendar. No assignments or due dates show up whatsoever for me. And yes, I do have all the correct calendars turned on in the settings.  Edit: The calendar is still broken unfortunately. When will it be fixed, do you have a date on the next update?"
21 February 2018,Andres Guerrero," The app is okay, but it's missing some simple, key features that keep me going to the website, such as grade distributions (e.g. mean, high, low)."
20 February 2018,Jack Young," Even after the most recent update there are issues with the to-do widget. All of the items compress into one unreadable ""to-do"" and the only way to get them to show up properly is to delete the widget and replace it on the screen. This would be such a great feature if it worked properly. It's so cloFull ReviewEven after the most recent update there are issues with the to-do widget. All of the items compress into one unreadable ""to-do"" and the only way to get them to show up properly is to delete the widget and replace it on the screen. This would be such a great feature if it worked properly. It's so close to being 5 stars."
20 February 2018,MA Sierra," Very easy to use. Helpful when I'm on the go. Load times are a bit show. Recently though, nothing will load. This has been an issue for about 2 months now. The app is completely unusable because nothing will load at all"
13 February 2018,Amy Bagshaw, Why am I not receiving push notifications. All is on and it's even set as priority  and nothing.
13 February 2018,Ashley Olsen, I have not been receiving push notifications. I have made sure they are all checked. I'm not sure what the deal is. My husband hasn't been getting notifications either. Love it otherwise. Response to Developer: I made sure notifications are enabled and I am still not getting any notifications.
9 February 2018,A Google user, This new design is not intuitive nor does it look good. I find it confusing that the side panel has nothing to do with my classes. I am used to going there often but now there's nothing there I use. Also the icons on the bottom look bad and the animation for switching between icons doesn't look goodFull ReviewThis new design is not intuitive nor does it look good. I find it confusing that the side panel has nothing to do with my classes. I am used to going there often but now there's nothing there I use. Also the icons on the bottom look bad and the animation for switching between icons doesn't look good.
7 February 2018,Briana R Dawson, Whenever I need to view a lesson I have to wait to download the file for each page... come out of that to open another page instead of hitting next like on desktop
7 February 2018,Yang Timothy, Incomplete past class information
5 February 2018,Right-Eye Blue," Great for helping me stay organized with class, but notifications for emails would be great. I keep showing up when it turns out class has been canceled and I don't know because I'm not aware that I received an email."
5 February 2018,Miss S," I don't like the new update, the change in interface made the buttons in places where my fingers touch by accident just by uding he keyboard ... Very annoying. Also, it be really cool if the app could do quizzes.... Calendar doesn't show anything coming up either and that sucks. I enjoy the color coFull ReviewI don't like the new update, the change in interface made the buttons in places where my fingers touch by accident just by uding he keyboard ... Very annoying. Also, it be really cool if the app could do quizzes.... Calendar doesn't show anything coming up either and that sucks. I enjoy the color coding the most."
3 February 2018,Christopher Solomon," Overall, I'd rather use the mobile website. There is also a bug where whenever you write something (announcement, message, etc.) with a semicolon, the semicolon and everything after it is deleted."
2 February 2018,Jared Wallenmeyer, Is perfect! I love the latest update. Keep up the good work!
31 January 2018,ʝαcƙ ωooժheαɗ, Liked the older dashboard more. Now takes longer to load and tapping on a course doesn't being up the first page
30 January 2018,Madison McMillion," The app is good, however it will glitch and shut down if you try to capt and paste into a discussion. This would save a lot of time especial cause you can't save part of a discussion to save for later."
29 January 2018,Tyson Moosman, Can not compose a group message. Every time it sends the message out individually.
28 January 2018,Jared Pentecost," New UI is a welcome change (nicely done) as I thought the old version and nav was a bit clunky. However, the issue I have is this latest update broke all embedded videos in my courses (Galaxy Tab 2 with Android 7.0). This is a major hurtle to online learning and has forced me back to my PC. Please fFull ReviewNew UI is a welcome change (nicely done) as I thought the old version and nav was a bit clunky. However, the issue I have is this latest update broke all embedded videos in my courses (Galaxy Tab 2 with Android 7.0). This is a major hurtle to online learning and has forced me back to my PC. Please fix ASAP."
28 January 2018,Felicia Mull, It is confusing
28 January 2018,Tess Scarberry," I do not like the new update. Nothing new, everything is just needlessly rearranged and uglier."
28 January 2018,Margaret Creagh, Crashes frequently
26 January 2018,Diego's Legos, It is very glitchy and crashes often
26 January 2018,A Google user, Well it doesn't let me login anymore even though I put my password correct and it always says it is invalid or incorrect
26 January 2018,Kaitlin Granados, After an update a while ago it has not put my assignments on my to do list widget on my homescreen. And when I get notifications and click on them it doesn't take me straight it. It only opens the app. If those 2 things are fixed I would give it five stars. It is a good and helpful app to have.
25 January 2018,Rick W., Widgets are not working on pixel phone
25 January 2018,Angel Anderson," Love the new update, but now when I tap on anything added to my 'to do' list, the entire app crashes. So there's no way to delete or edit the notification."
25 January 2018,Joey Pinto, Please add a timezone management feature to the system.
24 January 2018,Origin All, Love the app but the widgets stopped working this semester. So bummed about it. If they ever fix it I would rate it 5 stars
22 January 2018,Dani E, It crashes every time I hard press to paste a response into a discussion board text box.
22 January 2018,Katya Sorsher, Everytime I try to post a discussion or do anything that requires typing... the app crashes.
22 January 2018,Ryan Mason," I like that this app let's me keep up with my classes on the go. The one downfall for me at least as there is no ""Next"" button on the bottom for me to continue, so I have to go to the website for my school to do some assignments."
21 January 2018,Jonathan Brewer, My to do list is not displaying in the widget
19 January 2018,A Google user, It's good...needs some work though. I don't get any notifications even though I have them turned on and the to do list widget doesn't work. It shows a blank list when it should be full. So that's really irritating
18 January 2018,Nick Martinez, Latest update the widgets no longer work. Not sure why... Nvm read they are working on a fix. Will update review when fix comes
18 January 2018,Chaotic, I really thought it was a good system. But up until recently the widgets completely stopped working and it's mobile usage is far less efficient for me now. It was nice to be able to glance at my phone and keep a mental and physical check of what's coming up.
17 January 2018,Rosario Glover," It's okay, the only problem I have with it is that the widgets don't display anything"
17 January 2018,R Chan," Most features ok, but I can't see the grade distribution like the website."
16 January 2018,kevin brinkley," I love using canvas for school, but I was really using the widgets and now none of them function anymore. Please resolve this issue, it was a very useful feature and I  wouldn't want that to go to waste."
16 January 2018,Travis Jones," This app isn't the worst but it needs a lot of improvement. I'm using it for online school. I find myself frustrated most of the time, but still manage to pass. At this particular moment, I'm frustrated with notifications. When I receive a push notification and select it from my pulldown menu, the aFull ReviewThis app isn't the worst but it needs a lot of improvement. I'm using it for online school. I find myself frustrated most of the time, but still manage to pass. At this particular moment, I'm frustrated with notifications. When I receive a push notification and select it from my pulldown menu, the app opens not to the notification, but to wherever I was previously within the app. I then have to search for the class, find the notifications for that class, and scroll to find whatever was being sent to me. Sometimes, it's not even there. This app is as frustrating as it is useful. 3 stars because it exists. Not because I enjoy it."
16 January 2018,A Google user, I like the app but it always crashes when I try to mark assignments as done
14 January 2018,Britney Hms," No split screen support, widgets don't work."
14 January 2018,Drew Barton, Works well but has issues correcting itself and erasing previous answers on tests and quizzes.
13 January 2018,Elizabeth Livingston," This app doesn't notify you when there's a message in your inbox.  If you don't check manually or if the forwarding doesn't work, you miss an email."
13 January 2018,Alex Ourso, Everything is great except for when I try to launch my notifications tab. Every time I click the notification tab the app crashes
13 January 2018,Nicholas Haigh," Main issue is the use of widgets. Tried many different Android devices, Samsung note series, and Android x86, nothing loads. Looked in the app for settings, they were working not to long ago but not anymore"
13 January 2018,Kia Daniels," To-Do widget for Android isn't working,  won't show my assignments"
11 January 2018,Shea Naeemah, The calender portion does not show up dont know if its a school issue but i like to keep track of whats due snd see it marked off the calender like full site.  It worked last semester ugh
9 January 2018,Sebat Hadah," I cant see, add, or do anything on this app. What gives. Is it because the new semester hasn't started yet? Or am I missing something."
9 January 2018,Centbair Darrex," I like it, but the recent update broke the widgets to where they are completely blank and not syncing with canvas  Edit: after months, they still haven't fixed the widgets issue. Only main reason why I use it. So downgrade to three star."
7 January 2018,Seaman King," Every time I open a course, it shows the welcome page. I don't want to see it, and there is no option to disable it."
6 January 2018,Donald, It's not work ing for Eastern fl state college
19 December 2017,A Google user, School
17 December 2017,Kendra Hodges," Its just ok. However, on some days like today, it will not let me have access to any of the info on my class. It actually said there was nothing to show, but I have work that I need to complete for the day. If I'm constantly having to use my computer, then this app will become useless. Please fix."
7 December 2017,That1Guy 32," Good app for checki,g grades and taking quizzes BUT i can not use it at the school because of the wifi. Another thing is that the widget that shows your current grades will not work at all."
6 December 2017,Julien Dark, Widgets are very buggy
5 December 2017,Jessica K, It was almost perfect until the widgets disappeared. Having my to-do list widget was so quick and helpful. I barely use the app for other things so the app is kind of useless now
3 December 2017,A Google user, To-do Widget is not working
3 December 2017,Pita Pocket, I love this app but whenever I want to paste or copy something it crashes. Please fix it.
1 December 2017,David T, Get rid of the panda that shows up when loading. So dumb and pointless.
30 November 2017,R O L, The widgets stopped working but the tech support is a joke. They apparently don't know what widgets are. And why is my keyboard's auto correct function doesn't work in canvas app?
30 November 2017,A Google user, Interface is awkward
30 November 2017,Mekenzie Tobler, The icon disappeared a few days ago so I am having a hard time finding it on my phone. Otherwise it is very useful since I'm a college student that relies heavily on this program.
28 November 2017,Erik Bulka," I need to be able to write on this app. I can, but there is no eraser or anything. I am getting worse grades because of this, otherwise it is a good app. Also, the new update won't let me turn stuff in"
28 November 2017,BlackPat, The widgets stop working for me.
27 November 2017,Derik Gagnon, Would be 5 stars if the widgets were working. The To-Do widget was 50% of what I used this app for.
27 November 2017,A Google user, Works great most  of the time but I am not receiving notifications for messages. I have checked and changed the settings do not is not that. Please look into.
24 November 2017,Amanda Kimberly," I really like this app, but I'm unable to receive push notifications from it. I've altered the settings numerous times, wondering if perhaps it was a user error, but still cannot get it to work. Please help!"
23 November 2017,St. Laurent Lon, Widgets no longer work after update
